jurisdiction,year,ipcc_code,Product,tax,ets,tax_id,tax_rate_excl_ex_clcu,tax_ex_rate,tax_rate_incl_ex_clcu,tax_curr_code,ets_id,ets_price,ets_curr_code,recorded_date,recorded_year,country_name,country_code,exchange_rate,ets_price_usd
Lithuania,2020,1A1A1,Coal,0,1,,,,,nan,eu_ets,24.76,EUR,12/31/20,2020,Euro Zone,EUR,0.815,30.38036809815951
Lithuania,2021,1A1A1,Coal,0,1,,,,,nan,eu_ets,53.54,EUR,12/31/21,2021,Euro Zone,EUR,0.882,60.702947845804985
Lithuania,2022,1A1A1,Coal,0,1,,,,,nan,eu_ets,80.82,EUR,12/31/22,2022,Euro Zone,EUR,0.936,86.34615384615384
Luxembourg,2005,1A1A1,Coal,0,1,,,,,nan,eu_ets,21.56,EUR,12/31/05,2005,Euro Zone,EUR,0.847,25.454545454545453
Luxembourg,2006,1A1A1,Coal,0,1,,,,,nan,eu_ets,18.01,EUR,12/31/06,2006,Euro Zone,EUR,0.759,23.728590250329383
Luxembourg,2007,1A1A1,Coal,0,1,,,,,nan,eu_ets,0.72,EUR,12/31/07,2007,Euro Zone,EUR,0.68,1.0588235294117645
Luxembourg,2008,1A1A1,Coal,0,1,,,,,nan,eu_ets,17.38,EUR,12/31/08,2008,Euro Zone,EUR,0.731,23.77564979480164
Luxembourg,2009,1A1A1,Coal,0,1,,,,,nan,eu_ets,13.15,EUR,12/31/09,2009,Euro Zone,EUR,0.695,18.92086330935252
Luxembourg,2010,1A1A1,Coal,0,1,,,,,nan,eu_ets,14.34,EUR,12/31/10,2010,Euro Zone,EUR,0.77,18.623376623376622
Luxembourg,2011,1A1A1,Coal,0,1,,,,,nan,eu_ets,12.94,EUR,12/31/11,2011,Euro Zone,EUR,0.765,16.915032679738562
Luxembourg,2012,1A1A1,Coal,0,1,,,,,nan,eu_ets,7.38,EUR,12/31/12,2012,Euro Zone,EUR,0.759,9.723320158102766
Luxembourg,2013,1A1A1,Coal,0,1,,,,,nan,eu_ets,4.47,EUR,12/31/13,2013,Euro Zone,EUR,0.726,6.1570247933884295
Luxembourg,2014,1A1A1,Coal,0,1,,,,,nan,eu_ets,5.95,EUR,12/31/14,2014,Euro Zone,EUR,0.822,7.238442822384429
Luxembourg,2015,1A1A1,Coal,0,1,,,,,nan,eu_ets,7.68,EUR,12/31/15,2015,EURO ZONE,EUR,0.919,8.356909684439607
Luxembourg,2016,1A1A1,Coal,0,1,,,,,nan,eu_ets,5.35,EUR,12/31/16,2016,EURO ZONE,EUR,0.949,5.637513171759747
Luxembourg,2017,1A1A1,Coal,0,1,,,,,nan,eu_ets,5.83,EUR,12/31/17,2017,EURO ZONE,EUR,0.833,6.998799519807924
Luxembourg,2018,1A1A1,Coal,0,1,,,,,nan,eu_ets,15.82,EUR,12/31/18,2018,EURO ZONE,EUR,0.872,18.142201834862387
Luxembourg,2019,1A1A1,Coal,0,1,,,,,nan,eu_ets,24.84,EUR,12/31/19,2019,Euro Zone,EUR,0.89,27.91011235955056
Luxembourg,2020,1A1A1,Coal,0,1,,,,,nan,eu_ets,24.76,EUR,12/31/20,2020,Euro Zone,EUR,0.815,30.38036809815951
Luxembourg,2021,1A1A1,Coal,0,1,,,,,nan,eu_ets,53.54,EUR,12/31/21,2021,Euro Zone,EUR,0.882,60.702947845804985
Luxembourg,2022,1A1A1,Coal,0,1,,,,,nan,eu_ets,80.82,EUR,12/31/22,2022,Euro Zone,EUR,0.936,86.34615384615384
Malta,2005,1A1A1,Coal,0,1,,,,,nan,eu_ets,21.56,EUR,12/31/05,2005,Euro Zone,EUR,0.847,25.454545454545453
Malta,2006,1A1A1,Coal,0,1,,,,,nan,eu_ets,18.01,EUR,12/31/06,2006,Euro Zone,EUR,0.759,23.728590250329383
Malta,2007,1A1A1,Coal,0,1,,,,,nan,eu_ets,0.72,EUR,12/31/07,2007,Euro Zone,EUR,0.68,1.0588235294117645
Malta,2008,1A1A1,Coal,0,1,,,,,nan,eu_ets,17.38,EUR,12/31/08,2008,Euro Zone,EUR,0.731,23.77564979480164
Malta,2009,1A1A1,Coal,0,1,,,,,nan,eu_ets,13.15,EUR,12/31/09,2009,Euro Zone,EUR,0.695,18.92086330935252
Malta,2010,1A1A1,Coal,0,1,,,,,nan,eu_ets,14.34,EUR,12/31/10,2010,Euro Zone,EUR,0.77,18.623376623376622
Malta,2011,1A1A1,Coal,0,1,,,,,nan,eu_ets,12.94,EUR,12/31/11,2011,Euro Zone,EUR,0.765,16.915032679738562
Malta,2012,1A1A1,Coal,0,1,,,,,nan,eu_ets,7.38,EUR,12/31/12,2012,Euro Zone,EUR,0.759,9.723320158102766
Malta,2013,1A1A1,Coal,0,1,,,,,nan,eu_ets,4.47,EUR,12/31/13,2013,Euro Zone,EUR,0.726,6.1570247933884295
Malta,2014,1A1A1,Coal,0,1,,,,,nan,eu_ets,5.95,EUR,12/31/14,2014,Euro Zone,EUR,0.822,7.238442822384429
Malta,2015,1A1A1,Coal,0,1,,,,,nan,eu_ets,7.68,EUR,12/31/15,2015,EURO ZONE,EUR,0.919,8.356909684439607
Malta,2016,1A1A1,Coal,0,1,,,,,nan,eu_ets,5.35,EUR,12/31/16,2016,EURO ZONE,EUR,0.949,5.637513171759747
Malta,2017,1A1A1,Coal,0,1,,,,,nan,eu_ets,5.83,EUR,12/31/17,2017,EURO ZONE,EUR,0.833,6.998799519807924
Malta,2018,1A1A1,Coal,0,1,,,,,nan,eu_ets,15.82,EUR,12/31/18,2018,EURO ZONE,EUR,0.872,18.142201834862387
Malta,2019,1A1A1,Coal,0,1,,,,,nan,eu_ets,24.84,EUR,12/31/19,2019,Euro Zone,EUR,0.89,27.91011235955056
Malta,2020,1A1A1,Coal,0,1,,,,,nan,eu_ets,24.76,EUR,12/31/20,2020,Euro Zone,EUR,0.815,30.38036809815951
Malta,2021,1A1A1,Coal,0,1,,,,,nan,eu_ets,53.54,EUR,12/31/21,2021,Euro Zone,EUR,0.882,60.702947845804985
Malta,2022,1A1A1,Coal,0,1,,,,,nan,eu_ets,80.82,EUR,12/31/22,2022,Euro Zone,EUR,0.936,86.34615384615384
Netherlands,2005,1A1A1,Coal,0,1,,,,,nan,eu_ets,21.56,EUR,12/31/05,2005,Euro Zone,EUR,0.847,25.454545454545453
Netherlands,2006,1A1A1,Coal,0,1,,,,,nan,eu_ets,18.01,EUR,12/31/06,2006,Euro Zone,EUR,0.759,23.728590250329383
Netherlands,2007,1A1A1,Coal,0,1,,,,,nan,eu_ets,0.72,EUR,12/31/07,2007,Euro Zone,EUR,0.68,1.0588235294117645
Netherlands,2008,1A1A1,Coal,0,1,,,,,nan,eu_ets,17.38,EUR,12/31/08,2008,Euro Zone,EUR,0.731,23.77564979480164
Netherlands,2009,1A1A1,Coal,0,1,,,,,nan,eu_ets,13.15,EUR,12/31/09,2009,Euro Zone,EUR,0.695,18.92086330935252
Netherlands,2010,1A1A1,Coal,0,1,,,,,nan,eu_ets,14.34,EUR,12/31/10,2010,Euro Zone,EUR,0.77,18.623376623376622
Netherlands,2011,1A1A1,Coal,0,1,,,,,nan,eu_ets,12.94,EUR,12/31/11,2011,Euro Zone,EUR,0.765,16.915032679738562
Netherlands,2012,1A1A1,Coal,0,1,,,,,nan,eu_ets,7.38,EUR,12/31/12,2012,Euro Zone,EUR,0.759,9.723320158102766
Netherlands,2013,1A1A1,Coal,0,1,,,,,nan,eu_ets,4.47,EUR,12/31/13,2013,Euro Zone,EUR,0.726,6.1570247933884295
Netherlands,2014,1A1A1,Coal,0,1,,,,,nan,eu_ets,5.95,EUR,12/31/14,2014,Euro Zone,EUR,0.822,7.238442822384429
Netherlands,2015,1A1A1,Coal,0,1,,,,,nan,eu_ets,7.68,EUR,12/31/15,2015,EURO ZONE,EUR,0.919,8.356909684439607
Netherlands,2016,1A1A1,Coal,0,1,,,,,nan,eu_ets,5.35,EUR,12/31/16,2016,EURO ZONE,EUR,0.949,5.637513171759747
Netherlands,2017,1A1A1,Coal,0,1,,,,,nan,eu_ets,5.83,EUR,12/31/17,2017,EURO ZONE,EUR,0.833,6.998799519807924
Netherlands,2018,1A1A1,Coal,0,1,,,,,nan,eu_ets,15.82,EUR,12/31/18,2018,EURO ZONE,EUR,0.872,18.142201834862387
Netherlands,2019,1A1A1,Coal,0,1,,,,,nan,eu_ets,24.84,EUR,12/31/19,2019,Euro Zone,EUR,0.89,27.91011235955056
Netherlands,2020,1A1A1,Coal,0,1,,,,,nan,eu_ets,24.76,EUR,12/31/20,2020,Euro Zone,EUR,0.815,30.38036809815951
Netherlands,2021,1A1A1,Coal,0,1,,,,,nan,eu_ets,53.54,EUR,12/31/21,2021,Euro Zone,EUR,0.882,60.702947845804985
Netherlands,2022,1A1A1,Coal,0,1,,,,,nan,eu_ets,80.82,EUR,12/31/22,2022,Euro Zone,EUR,0.936,86.34615384615384
New Zealand,2009,3B1A,,0,1,,,,,nan,nzl_ets,20.0,NZD,12/31/09,2009,New Zealand,NZD,1.374,14.556040756914118
New Zealand,2010,1A1A1,Coal,0,1,,,,,nan,nzl_ets,19.61,NZD,12/31/10,2010,New Zealand,NZD,1.34,14.634328358208954
New Zealand,2011,1A1A1,Coal,0,1,,,,,nan,nzl_ets,16.93,NZD,12/31/11,2011,New Zealand,NZD,1.291,13.113865220759102
New Zealand,2012,1A1A1,Coal,0,1,,,,,nan,nzl_ets,5.48,NZD,12/31/12,2012,New Zealand,NZD,1.216,4.506578947368421
New Zealand,2013,1A1A1,Coal,0,1,,,,,nan,nzl_ets,2.75,NZD,12/31/13,2013,New Zealand,NZD,1.216,2.2615131578947367
New Zealand,2014,1A1A1,Coal,0,1,,,,,nan,nzl_ets,3.98,NZD,12/31/14,2014,New Zealand,NZD,1.275,3.1215686274509804
New Zealand,2015,1A1A1,Coal,0,1,,,,,nan,nzl_ets,6.75,NZD,12/31/15,2015,NEW ZEALAND,NZD,1.461,4.620123203285421
New Zealand,2016,1A1A1,Coal,0,1,,,,,nan,nzl_ets,15.4,NZD,12/31/16,2016,NEW ZEALAND,NZD,1.437,10.716771050800277
New Zealand,2017,1A1A1,Coal,0,1,,,,,nan,nzl_ets,17.94,NZD,12/31/17,2017,NEW ZEALAND,NZD,1.405,12.768683274021353
New Zealand,2018,1A1A1,Coal,0,1,,,,,nan,nzl_ets,22.71,NZD,12/31/18,2018,NEW ZEALAND,NZD,1.49,15.241610738255034
New Zealand,2019,1A1A1,Coal,0,1,,,,,nan,nzl_ets,24.82,NZD,12/31/19,2019,New Zealand,NZD,1.65,15.042424242424243
New Zealand,2020,1A1A1,Coal,0,1,,,,,nan,nzl_ets,30.83,NZD,12/31/20,2020,New Zealand,NZD,1.383,22.292118582791034
New Zealand,2021,1A1A1,Coal,0,1,,,,,nan,nzl_ets,49.41,NZD,12/31/21,2021,New Zealand,NZD,1.46,33.842465753424655
Norway,2009,1A1A1,Coal,0,1,,,,,nan,eu_ets,13.15,EUR,12/31/09,2009,Euro Zone,EUR,0.695,18.92086330935252
Norway,2010,1A1A1,Coal,0,1,,,,,nan,eu_ets,14.34,EUR,12/31/10,2010,Euro Zone,EUR,0.77,18.623376623376622
Norway,2011,1A1A1,Coal,0,1,,,,,nan,eu_ets,12.94,EUR,12/31/11,2011,Euro Zone,EUR,0.765,16.915032679738562
Norway,2012,1A1A1,Coal,0,1,,,,,nan,eu_ets,7.38,EUR,12/31/12,2012,Euro Zone,EUR,0.759,9.723320158102766
Norway,2013,1A1A1,Coal,0,1,,,,,nan,eu_ets,4.47,EUR,12/31/13,2013,Euro Zone,EUR,0.726,6.1570247933884295
Norway,2014,1A1A1,Coal,0,1,,,,,nan,eu_ets,5.95,EUR,12/31/14,2014,Euro Zone,EUR,0.822,7.238442822384429
Norway,2015,1A1A1,Coal,0,1,,,,,nan,eu_ets,7.68,EUR,12/31/15,2015,EURO ZONE,EUR,0.919,8.356909684439607
Norway,2016,1A1A1,Coal,0,1,,,,,nan,eu_ets,5.35,EUR,12/31/16,2016,EURO ZONE,EUR,0.949,5.637513171759747
Norway,2017,1A1A1,Coal,0,1,,,,,nan,eu_ets,5.83,EUR,12/31/17,2017,EURO ZONE,EUR,0.833,6.998799519807924
Norway,2018,1A1A1,Coal,0,1,,,,,nan,eu_ets,15.82,EUR,12/31/18,2018,EURO ZONE,EUR,0.872,18.142201834862387
Norway,2019,1A1A1,Coal,0,1,,,,,nan,eu_ets,24.84,EUR,12/31/19,2019,Euro Zone,EUR,0.89,27.91011235955056
Norway,2020,1A1A1,Coal,0,1,,,,,nan,eu_ets,24.76,EUR,12/31/20,2020,Euro Zone,EUR,0.815,30.38036809815951
Norway,2021,1A1A1,Coal,0,1,,,,,nan,eu_ets,53.54,EUR,12/31/21,2021,Euro Zone,EUR,0.882,60.702947845804985
Norway,2022,1A1A1,Coal,0,1,,,,,nan,eu_ets,80.82,EUR,12/31/22,2022,Euro Zone,EUR,0.936,86.34615384615384
Poland,2005,1A1A1,Coal,1,1,pol_tax,0.22,0.0,0.22,PLN,eu_ets,21.56,EUR,12/31/05,2005,Euro Zone,EUR,0.847,25.454545454545453
Poland,2006,1A1A1,Coal,1,1,pol_tax,0.23,0.0,0.23,PLN,eu_ets,18.01,EUR,12/31/06,2006,Euro Zone,EUR,0.759,23.728590250329383
Poland,2007,1A1A1,Coal,1,1,pol_tax,0.23,0.0,0.23,PLN,eu_ets,0.72,EUR,12/31/07,2007,Euro Zone,EUR,0.68,1.0588235294117645
Poland,2008,1A1A1,Coal,1,1,pol_tax,0.23,0.0,0.23,PLN,eu_ets,17.38,EUR,12/31/08,2008,Euro Zone,EUR,0.731,23.77564979480164
Poland,2009,1A1A1,Coal,1,1,pol_tax,0.24,0.0,0.24,PLN,eu_ets,13.15,EUR,12/31/09,2009,Euro Zone,EUR,0.695,18.92086330935252
Poland,2010,1A1A1,Coal,1,1,pol_tax,0.24,0.0,0.24,PLN,eu_ets,14.34,EUR,12/31/10,2010,Euro Zone,EUR,0.77,18.623376623376622
Poland,2011,1A1A1,Coal,1,1,pol_tax,0.24,0.0,0.24,PLN,eu_ets,12.94,EUR,12/31/11,2011,Euro Zone,EUR,0.765,16.915032679738562
Poland,2012,1A1A1,Coal,1,1,pol_tax,0.24,0.0,0.24,PLN,eu_ets,7.38,EUR,12/31/12,2012,Euro Zone,EUR,0.759,9.723320158102766
Poland,2013,1A1A1,Coal,1,1,pol_tax,0.24,0.0,0.24,PLN,eu_ets,4.47,EUR,12/31/13,2013,Euro Zone,EUR,0.726,6.1570247933884295
Poland,2014,1A1A1,Coal,1,1,pol_tax,0.24,0.0,0.24,PLN,eu_ets,5.95,EUR,12/31/14,2014,Euro Zone,EUR,0.822,7.238442822384429
Poland,2015,1A1A1,Coal,1,1,pol_tax,0.24,0.0,0.24,PLN,eu_ets,7.68,EUR,12/31/15,2015,EURO ZONE,EUR,0.919,8.356909684439607
Poland,2016,1A1A1,Coal,1,1,pol_tax,0.29,0.0,0.29,PLN,eu_ets,5.35,EUR,12/31/16,2016,EURO ZONE,EUR,0.949,5.637513171759747
Poland,2017,1A1A1,Coal,1,1,pol_tax,0.29,0.0,0.29,PLN,eu_ets,5.83,EUR,12/31/17,2017,EURO ZONE,EUR,0.833,6.998799519807924
Poland,2018,1A1A1,Coal,1,1,pol_tax,0.29,0.0,0.29,PLN,eu_ets,15.82,EUR,12/31/18,2018,EURO ZONE,EUR,0.872,18.142201834862387
Poland,2019,1A1A1,Coal,1,1,pol_tax,0.29,0.0,0.29,PLN,eu_ets,24.84,EUR,12/31/19,2019,Euro Zone,EUR,0.89,27.91011235955056
Poland,2020,1A1A1,Coal,1,1,pol_tax,0.3,0.0,0.3,PLN,eu_ets,24.76,EUR,12/31/20,2020,Euro Zone,EUR,0.815,30.38036809815951
Poland,2021,1A1A1,Coal,1,1,pol_tax,0.31,0.0,0.31,PLN,eu_ets,53.54,EUR,12/31/21,2021,Euro Zone,EUR,0.882,60.702947845804985
Poland,2022,1A1A1,Coal,0,1,,,,,nan,eu_ets,80.82,EUR,12/31/22,2022,Euro Zone,EUR,0.936,86.34615384615384
Portugal,2005,1A1A1,Coal,0,1,,,,,nan,eu_ets,21.56,EUR,12/31/05,2005,Euro Zone,EUR,0.847,25.454545454545453
Portugal,2006,1A1A1,Coal,0,1,,,,,nan,eu_ets,18.01,EUR,12/31/06,2006,Euro Zone,EUR,0.759,23.728590250329383
Portugal,2007,1A1A1,Coal,0,1,,,,,nan,eu_ets,0.72,EUR,12/31/07,2007,Euro Zone,EUR,0.68,1.0588235294117645
Portugal,2008,1A1A1,Coal,0,1,,,,,nan,eu_ets,17.38,EUR,12/31/08,2008,Euro Zone,EUR,0.731,23.77564979480164
Portugal,2009,1A1A1,Coal,0,1,,,,,nan,eu_ets,13.15,EUR,12/31/09,2009,Euro Zone,EUR,0.695,18.92086330935252
Portugal,2010,1A1A1,Coal,0,1,,,,,nan,eu_ets,14.34,EUR,12/31/10,2010,Euro Zone,EUR,0.77,18.623376623376622
Portugal,2011,1A1A1,Coal,0,1,,,,,nan,eu_ets,12.94,EUR,12/31/11,2011,Euro Zone,EUR,0.765,16.915032679738562
Portugal,2012,1A1A1,Coal,0,1,,,,,nan,eu_ets,7.38,EUR,12/31/12,2012,Euro Zone,EUR,0.759,9.723320158102766
Portugal,2013,1A1A1,Coal,0,1,,,,,nan,eu_ets,4.47,EUR,12/31/13,2013,Euro Zone,EUR,0.726,6.1570247933884295
Portugal,2014,1A1A1,Coal,0,1,,,,,nan,eu_ets,5.95,EUR,12/31/14,2014,Euro Zone,EUR,0.822,7.238442822384429
Portugal,2015,1A1A1,Coal,0,1,,,,,nan,eu_ets,7.68,EUR,12/31/15,2015,EURO ZONE,EUR,0.919,8.356909684439607
Portugal,2016,1A1A1,Coal,0,1,,,,,nan,eu_ets,5.35,EUR,12/31/16,2016,EURO ZONE,EUR,0.949,5.637513171759747
Portugal,2017,1A1A1,Coal,0,1,,,,,nan,eu_ets,5.83,EUR,12/31/17,2017,EURO ZONE,EUR,0.833,6.998799519807924
Portugal,2018,1A1A1,Coal,0,1,,,,,nan,eu_ets,15.82,EUR,12/31/18,2018,EURO ZONE,EUR,0.872,18.142201834862387
Portugal,2019,1A1A1,Coal,0,1,,,,,nan,eu_ets,24.84,EUR,12/31/19,2019,Euro Zone,EUR,0.89,27.91011235955056
Portugal,2020,1A1A1,Coal,0,1,,,,,nan,eu_ets,24.76,EUR,12/31/20,2020,Euro Zone,EUR,0.815,30.38036809815951
Portugal,2021,1A1A1,Coal,0,1,,,,,nan,eu_ets,53.54,EUR,12/31/21,2021,Euro Zone,EUR,0.882,60.702947845804985
Portugal,2022,1A1A1,Coal,0,1,,,,,nan,eu_ets,80.82,EUR,12/31/22,2022,Euro Zone,EUR,0.936,86.34615384615384
Romania,2007,1A1A1,Coal,0,1,,,,,nan,eu_ets,0.72,EUR,12/31/07,2007,Euro Zone,EUR,0.68,1.0588235294117645
Romania,2008,1A1A1,Coal,0,1,,,,,nan,eu_ets,17.38,EUR,12/31/08,2008,Euro Zone,EUR,0.731,23.77564979480164
Romania,2009,1A1A1,Coal,0,1,,,,,nan,eu_ets,13.15,EUR,12/31/09,2009,Euro Zone,EUR,0.695,18.92086330935252
Romania,2010,1A1A1,Coal,0,1,,,,,nan,eu_ets,14.34,EUR,12/31/10,2010,Euro Zone,EUR,0.77,18.623376623376622
Romania,2011,1A1A1,Coal,0,1,,,,,nan,eu_ets,12.94,EUR,12/31/11,2011,Euro Zone,EUR,0.765,16.915032679738562
Romania,2012,1A1A1,Coal,0,1,,,,,nan,eu_ets,7.38,EUR,12/31/12,2012,Euro Zone,EUR,0.759,9.723320158102766
Romania,2013,1A1A1,Coal,0,1,,,,,nan,eu_ets,4.47,EUR,12/31/13,2013,Euro Zone,EUR,0.726,6.1570247933884295
Romania,2014,1A1A1,Coal,0,1,,,,,nan,eu_ets,5.95,EUR,12/31/14,2014,Euro Zone,EUR,0.822,7.238442822384429
Romania,2015,1A1A1,Coal,0,1,,,,,nan,eu_ets,7.68,EUR,12/31/15,2015,EURO ZONE,EUR,0.919,8.356909684439607
Romania,2016,1A1A1,Coal,0,1,,,,,nan,eu_ets,5.35,EUR,12/31/16,2016,EURO ZONE,EUR,0.949,5.637513171759747
Romania,2017,1A1A1,Coal,0,1,,,,,nan,eu_ets,5.83,EUR,12/31/17,2017,EURO ZONE,EUR,0.833,6.998799519807924
Romania,2018,1A1A1,Coal,0,1,,,,,nan,eu_ets,15.82,EUR,12/31/18,2018,EURO ZONE,EUR,0.872,18.142201834862387
Romania,2019,1A1A1,Coal,0,1,,,,,nan,eu_ets,24.84,EUR,12/31/19,2019,Euro Zone,EUR,0.89,27.91011235955056
Romania,2020,1A1A1,Coal,0,1,,,,,nan,eu_ets,24.76,EUR,12/31/20,2020,Euro Zone,EUR,0.815,30.38036809815951
Romania,2021,1A1A1,Coal,0,1,,,,,nan,eu_ets,53.54,EUR,12/31/21,2021,Euro Zone,EUR,0.882,60.702947845804985
Romania,2022,1A1A1,Coal,0,1,,,,,nan,eu_ets,80.82,EUR,12/31/22,2022,Euro Zone,EUR,0.936,86.34615384615384
Slovak Republic,2005,1A1A1,Coal,0,1,,,,,nan,eu_ets,21.56,EUR,12/31/05,2005,Euro Zone,EUR,0.847,25.454545454545453
Slovak Republic,2006,1A1A1,Coal,0,1,,,,,nan,eu_ets,18.01,EUR,12/31/06,2006,Euro Zone,EUR,0.759,23.728590250329383
Slovak Republic,2007,1A1A1,Coal,0,1,,,,,nan,eu_ets,0.72,EUR,12/31/07,2007,Euro Zone,EUR,0.68,1.0588235294117645
Slovak Republic,2008,1A1A1,Coal,0,1,,,,,nan,eu_ets,17.38,EUR,12/31/08,2008,Euro Zone,EUR,0.731,23.77564979480164
Slovak Republic,2009,1A1A1,Coal,0,1,,,,,nan,eu_ets,13.15,EUR,12/31/09,2009,Euro Zone,EUR,0.695,18.92086330935252
Slovak Republic,2010,1A1A1,Coal,0,1,,,,,nan,eu_ets,14.34,EUR,12/31/10,2010,Euro Zone,EUR,0.77,18.623376623376622
Slovak Republic,2011,1A1A1,Coal,0,1,,,,,nan,eu_ets,12.94,EUR,12/31/11,2011,Euro Zone,EUR,0.765,16.915032679738562
Slovak Republic,2012,1A1A1,Coal,0,1,,,,,nan,eu_ets,7.38,EUR,12/31/12,2012,Euro Zone,EUR,0.759,9.723320158102766
Slovak Republic,2013,1A1A1,Coal,0,1,,,,,nan,eu_ets,4.47,EUR,12/31/13,2013,Euro Zone,EUR,0.726,6.1570247933884295
Slovak Republic,2014,1A1A1,Coal,0,1,,,,,nan,eu_ets,5.95,EUR,12/31/14,2014,Euro Zone,EUR,0.822,7.238442822384429
Slovak Republic,2015,1A1A1,Coal,0,1,,,,,nan,eu_ets,7.68,EUR,12/31/15,2015,EURO ZONE,EUR,0.919,8.356909684439607
Slovak Republic,2016,1A1A1,Coal,0,1,,,,,nan,eu_ets,5.35,EUR,12/31/16,2016,EURO ZONE,EUR,0.949,5.637513171759747
Slovak Republic,2017,1A1A1,Coal,0,1,,,,,nan,eu_ets,5.83,EUR,12/31/17,2017,EURO ZONE,EUR,0.833,6.998799519807924
Slovak Republic,2018,1A1A1,Coal,0,1,,,,,nan,eu_ets,15.82,EUR,12/31/18,2018,EURO ZONE,EUR,0.872,18.142201834862387
Slovak Republic,2019,1A1A1,Coal,0,1,,,,,nan,eu_ets,24.84,EUR,12/31/19,2019,Euro Zone,EUR,0.89,27.91011235955056
Slovak Republic,2020,1A1A1,Coal,0,1,,,,,nan,eu_ets,24.76,EUR,12/31/20,2020,Euro Zone,EUR,0.815,30.38036809815951
Slovak Republic,2021,1A1A1,Coal,0,1,,,,,nan,eu_ets,53.54,EUR,12/31/21,2021,Euro Zone,EUR,0.882,60.702947845804985
Slovak Republic,2022,1A1A1,Coal,0,1,,,,,nan,eu_ets,80.82,EUR,12/31/22,2022,Euro Zone,EUR,0.936,86.34615384615384
Slovenia,2005,1A1A1,Coal,0,1,,,,,nan,eu_ets,21.56,EUR,12/31/05,2005,Euro Zone,EUR,0.847,25.454545454545453
Slovenia,2006,1A1A1,Coal,0,1,,,,,nan,eu_ets,18.01,EUR,12/31/06,2006,Euro Zone,EUR,0.759,23.728590250329383
Slovenia,2007,1A1A1,Coal,0,1,,,,,nan,eu_ets,0.72,EUR,12/31/07,2007,Euro Zone,EUR,0.68,1.0588235294117645
Slovenia,2008,1A1A1,Coal,0,1,,,,,nan,eu_ets,17.38,EUR,12/31/08,2008,Euro Zone,EUR,0.731,23.77564979480164
Slovenia,2009,1A1A1,Coal,0,1,,,,,nan,eu_ets,13.15,EUR,12/31/09,2009,Euro Zone,EUR,0.695,18.92086330935252
Slovenia,2010,1A1A1,Coal,0,1,,,,,nan,eu_ets,14.34,EUR,12/31/10,2010,Euro Zone,EUR,0.77,18.623376623376622
Slovenia,2011,1A1A1,Coal,0,1,,,,,nan,eu_ets,12.94,EUR,12/31/11,2011,Euro Zone,EUR,0.765,16.915032679738562
Slovenia,2012,1A1A1,Coal,0,1,,,,,nan,eu_ets,7.38,EUR,12/31/12,2012,Euro Zone,EUR,0.759,9.723320158102766
Slovenia,2013,1A1A1,Coal,0,1,,,,,nan,eu_ets,4.47,EUR,12/31/13,2013,Euro Zone,EUR,0.726,6.1570247933884295
Slovenia,2014,1A1A1,Coal,0,1,,,,,nan,eu_ets,5.95,EUR,12/31/14,2014,Euro Zone,EUR,0.822,7.238442822384429
Slovenia,2015,1A1A1,Coal,0,1,,,,,nan,eu_ets,7.68,EUR,12/31/15,2015,EURO ZONE,EUR,0.919,8.356909684439607
Slovenia,2016,1A1A1,Coal,0,1,,,,,nan,eu_ets,5.35,EUR,12/31/16,2016,EURO ZONE,EUR,0.949,5.637513171759747
Slovenia,2017,1A1A1,Coal,0,1,,,,,nan,eu_ets,5.83,EUR,12/31/17,2017,EURO ZONE,EUR,0.833,6.998799519807924
Slovenia,2018,1A1A1,Coal,0,1,,,,,nan,eu_ets,15.82,EUR,12/31/18,2018,EURO ZONE,EUR,0.872,18.142201834862387
Slovenia,2019,1A1A1,Coal,0,1,,,,,nan,eu_ets,24.84,EUR,12/31/19,2019,Euro Zone,EUR,0.89,27.91011235955056
Slovenia,2020,1A1A1,Coal,0,1,,,,,nan,eu_ets,24.76,EUR,12/31/20,2020,Euro Zone,EUR,0.815,30.38036809815951
Slovenia,2021,1A1A1,Coal,0,1,,,,,nan,eu_ets,53.54,EUR,12/31/21,2021,Euro Zone,EUR,0.882,60.702947845804985
Slovenia,2022,1A1A1,Coal,0,1,,,,,nan,eu_ets,80.82,EUR,12/31/22,2022,Euro Zone,EUR,0.936,86.34615384615384
Spain,2005,1A1A1,Coal,0,1,,,,,nan,eu_ets,21.56,EUR,12/31/05,2005,Euro Zone,EUR,0.847,25.454545454545453
Spain,2006,1A1A1,Coal,0,1,,,,,nan,eu_ets,18.01,EUR,12/31/06,2006,Euro Zone,EUR,0.759,23.728590250329383
Spain,2007,1A1A1,Coal,0,1,,,,,nan,eu_ets,0.72,EUR,12/31/07,2007,Euro Zone,EUR,0.68,1.0588235294117645
Spain,2008,1A1A1,Coal,0,1,,,,,nan,eu_ets,17.38,EUR,12/31/08,2008,Euro Zone,EUR,0.731,23.77564979480164
Spain,2009,1A1A1,Coal,0,1,,,,,nan,eu_ets,13.15,EUR,12/31/09,2009,Euro Zone,EUR,0.695,18.92086330935252
Spain,2010,1A1A1,Coal,0,1,,,,,nan,eu_ets,14.34,EUR,12/31/10,2010,Euro Zone,EUR,0.77,18.623376623376622
Spain,2011,1A1A1,Coal,0,1,,,,,nan,eu_ets,12.94,EUR,12/31/11,2011,Euro Zone,EUR,0.765,16.915032679738562
